project,branch,bug_report
jackrabbit-oak,bugs-dot-jar_OAK-1254_25a70439,"{'BugID': 'OAK-1254', 'Summary': 'Parallel execution of SimpleSearchTest fails with MongoMK', 'Description': 'At some point in the benchmark run one MongoMK instance will fail to read a node created by another instance. The exception is very similar to *E1* reported in OAK-1204.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1269_b8fe2ded,"{'BugID': 'OAK-1269', 'Summary': ""NodeType index doesn't respect the declaringNodeTypes setting"", 'Description': ""Following the OAK-1150 discussion, I've noticed that the node type index doesn't respect the declaringNodeTypes setting.\nSetting a restriction on the node type index definition breaks the index - there are 0 query hits.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1270_70564c7c,"{'BugID': 'OAK-1270', 'Summary': 'Revisit full-text queries in case of multiple tokens ', 'Description': ""There's still an issue with tokenizing the search terms when trying for example to search for a fulltext term that will split into 2 actual terms because of the analyzer.\n\nTaking 'hello-world*' this will break into 2 tokens 'hello' and 'world*' which when treated as a PhraseQuery will not work, so I want to change this into a MutiPhraseQuery based on the simple tokens provided and all the existing tokens that match the wildchar character.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1287_14849e22,"{'BugID': 'OAK-1287', 'Summary': 'java.lang.IllegalArgumentException when running FlatTreeWithAceForSamePrincipalTest', 'Description': 'Running \n{code}\njava -jar oak-run*.jar benchmark FlatTreeWithAceForSamePrincipalTest Oak-Tar\n{code}\nwill end with\n{code}\njava.lang.IllegalArgumentException\n\tat com.google.common.base.Preconditions.checkArgument(Preconditions.java:77)\n\tat org.apache.jackrabbit.oak.plugins.segment.ListRecord.<init>(ListRecord.java:37)\n\tat org.apache.jackrabbit.oak.plugins.segment.ListRecord.getEntries(ListRecord.java:80)\n\tat org.apache.jackrabbit.oak.plugins.segment.SegmentPropertyState.getValue(SegmentPropertyState.java:130)\n\tat org.apache.jackrabbit.oak.util.PropertyBuilder.assignFrom(PropertyBuilder.java:225)\n\tat org.apache.jackrabbit.oak.util.PropertyBuilder.copy(PropertyBuilder.java:136)\n\tat org.apache.jackrabbit.oak.core.MutableTree.addChild(MutableTree.java:216)\n\tat org.apache.jackrabbit.oak.util.TreeUtil.addChild(TreeUtil.java:190)\n\tat org.apache.jackrabbit.oak.jcr.delegate.NodeDelegate.internalAddChild(NodeDelegate.java:841)\n\tat org.apache.jackrabbit.oak.jcr.delegate.NodeDelegate.addChild(NodeDelegate.java:684)\n\tat org.apache.jackrabbit.oak.jcr.session.NodeImpl$5.perform(NodeImpl.java:288)\n\tat org.apache.jackrabbit.oak.jcr.session.NodeImpl$5.perform(NodeImpl.java:253)\n\tat org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.perform(SessionDelegate.java:125)\n\tat org.apache.jackrabbit.oak.jcr.session.ItemImpl.perform(ItemImpl.java:111)\n\tat org.apache.jackrabbit.oak.jcr.session.NodeImpl.addNode(NodeImpl.java:253)\n\tat org.apache.jackrabbit.oak.jcr.session.NodeImpl.addNode(NodeImpl.java:238)\n\tat org.apache.jackrabbit.oak.benchmark.FlatTreeWithAceForSamePrincipalTest.beforeSuite(FlatTreeWithAceForSamePrincipalTest.java:56)\n\tat org.apache.jackrabbit.oak.benchmark.AbstractTest.setUp(AbstractTest.java:113)\n\tat org.apache.jackrabbit.oak.benchmark.FlatTreeWithAceForSamePrincipalTest.setUp(FlatTreeWithAceForSamePrincipalTest.java:31)\n\tat org.apache.jackrabbit.oak.benchmark.AbstractTest.runTest(AbstractTest.java:151)\n\tat org.apache.jackrabbit.oak.benchmark.AbstractTest.run(AbstractTest.java:138)\n\tat org.apache.jackrabbit.oak.benchmark.FlatTreeWithAceForSamePrincipalTest.run(FlatTreeWithAceForSamePrincipalTest.java:31)\n\tat org.apache.jackrabbit.oak.benchmark.BenchmarkRunner.main(BenchmarkRunner.java:195)\n\tat org.apache.jackrabbit.oak.run.Main.main(Main.java:81)\n\n{code}'}"
jackrabbit-oak,bugs-dot-jar_OAK-1289_0c3e3d70,"{'BugID': 'OAK-1289', 'Summary': 'Range check fails with IllegalArgumentException', 'Description': '{{Range.includes()}} fails with IllegalArgumentException when provided revision is from another cluster node:\n\n{noformat}\njava.lang.IllegalArgumentException: Trying to compare revisions of different cluster ids: r142f43d2f0f-0-2 and r142f43d46fb-0-1\n\tat org.apache.jackrabbit.oak.plugins.mongomk.Revision.compareRevisionTime(Revision.java:84)\n\tat org.apache.jackrabbit.oak.plugins.mongomk.Range.includes(Range.java:55)\n{noformat}\n\nThe IllegalArgumentException was introduced with OAK-1274.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1297_73cc2442,"{'BugID': 'OAK-1297', 'Summary': 'MoveDetector does not detect moved nodes that have been moved in an earlier commit already', 'Description': None}"
jackrabbit-oak,bugs-dot-jar_OAK-1308_69ba2a54,"{'BugID': 'OAK-1308', 'Summary': ""XPath queries with ISO9075 escaped properties don't work"", 'Description': 'XPath queries with ISO9075 escaped properties or relative path don\'t work as expected. Example: \n\n{code}\n/jcr:root//*/element(*,rep:User)[_x002e_tokens/@jcr:primaryType]\n{code}\n\nThe relative property should be converted to "".tokens/@jcr:primaryType"", but is not.\n\nThis issue is similar to OAK-1000, but for property names or relative properties.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1320_64045631,"{'BugID': 'OAK-1320', 'Summary': 'Inconsistent state in Mongo/KernelRootBuilder', 'Description': 'The state of Kernel- and MongoRootBuilder may turn inconsistent when a NodeStoreBranch.merge() performs a rebase followed by a failed merge on the underlying storage. The head and base are not properly updated to reflect the successful rebase.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1348_bc7b7e8c,"{'BugID': 'OAK-1348', 'Summary': 'ACE merging not behaving correctly if not using managed principals', 'Description': '{{org.apache.jackrabbit.api.security.JackrabbitAccessControlList#addEntry()}} does not work correctly, if the given principal is not retrieved from the PrincipalManager.\n\nException:\n{noformat}\nCaused by: org.apache.jackrabbit.oak.api.CommitFailedException: OakAccessControl0013: Duplicate ACE found in policy\n\tat org.apache.jackrabbit.oak.security.authorization.accesscontrol.AccessControlValidator.accessViolation(AccessControlValidator.java:278)\n\tat org.apache.jackrabbit.oak.security.authorization.accesscontrol.AccessControlValidator.checkValidPolicy(AccessControlValidator.java:188)\n{noformat}\n\nthis used to work in jackrabbit 2.x.\n\nthe problem is probably in {{org.apache.jackrabbit.oak.security.authorization.accesscontrol.ACL#internalAddEntry}} where the principals are ""equalled"" instead of comparing their names.\n\nnote, that adding an ACE with such a principal works, just the merging/overwriting detection doesn\'t.\n\ntest:\n{code}\n  Principal p1 = new Principal() { getName(){return ""foo""}};\n  Principal p2 = new Principal() { getName(){return ""foo""}};\n  acl.addEntry(p1, privileges, true);\n  acl.addEntry(p2, privileges, false);\n  ...\n  save(); // throws\n{code}'}"
jackrabbit-oak,bugs-dot-jar_OAK-135_438e31a7,"{'BugID': 'OAK-135', 'Summary': 'Better support for RangeIterators', 'Description': ""Currently all RangeIterators returned from the JCR API don't implement the {{getSize()}} method but rather return {{-1}}. We should return the size of the iterator if and where feasible. ""}"
jackrabbit-oak,bugs-dot-jar_OAK-1363_69b68890,"{'BugID': 'OAK-1363', 'Summary': 'TokenLoginModule does not set userId on auth info', 'Description': 'the token login module does not set the userid in the authinfo (because it does not know it). and the LoginModuleImpl does not overwrite the AuthInfo if it already exists.\n\nthe consequence: {{Session.getUserID()}} returns {{NULL}} for logins that create a token.\n\nI think that the authinfos should be added even if they already exist. and all users of the public credentials need to be aware that authinfos can exist that are not complete.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1364_05c89637,"{'BugID': 'OAK-1364', 'Summary': 'CacheLIRS concurrency issue', 'Description': 'Some of the methods of the cache can throw a NullPointerException when the cache is used concurrently. Example stack trace:\n\n{code}\njava.lang.NullPointerException: null\norg.apache.jackrabbit.oak.cache.CacheLIRS.values(CacheLIRS.java:470) \norg.apache.jackrabbit.oak.cache.CacheLIRS$1.values(CacheLIRS.java:1432)\norg.apache.jackrabbit.oak.plugins.segment.file.FileStore.flush(FileStore.java:205)\n{code}\n'}"
jackrabbit-oak,bugs-dot-jar_OAK-1364_b481a14c,"{'BugID': 'OAK-1364', 'Summary': 'CacheLIRS concurrency issue', 'Description': 'Some of the methods of the cache can throw a NullPointerException when the cache is used concurrently. Example stack trace:\n\n{code}\njava.lang.NullPointerException: null\norg.apache.jackrabbit.oak.cache.CacheLIRS.values(CacheLIRS.java:470) \norg.apache.jackrabbit.oak.cache.CacheLIRS$1.values(CacheLIRS.java:1432)\norg.apache.jackrabbit.oak.plugins.segment.file.FileStore.flush(FileStore.java:205)\n{code}\n'}"
jackrabbit-oak,bugs-dot-jar_OAK-1369_ce0b0955,"{'BugID': 'OAK-1369', 'Summary': 'XPath queries: compatibility for missing @ in front of property names', 'Description': ""XPath queries with conditions of the form {noformat}[id='test']{noformat} are not problematic. Jackrabbit 2.x interpreted such conditions as {noformat}[@id='test']{noformat}, and Oak currently interprets them as {noformat}[@id/* = 'test']{noformat}, as this is the expected behavior for conditions of the form {noformat}[jcr:contains(id, 'test')]{noformat}.\n\nI believe the condition {noformat}[id='test']{noformat} is illegal, and it would be better to throw an exception instead, saying a @ is missing.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1429_279bb3ce,"{'BugID': 'OAK-1429', 'Summary': 'Slow event listeners do not scale as expected', 'Description': '{{org.apache.jackrabbit.oak.jcr.LargeOperationIT#slowListener}} does not scale to {{O n log n}} on the document node store. '}"
jackrabbit-oak,bugs-dot-jar_OAK-1429_c2f5ca6c,"{'BugID': 'OAK-1429', 'Summary': 'Slow event listeners do not scale as expected', 'Description': '{{org.apache.jackrabbit.oak.jcr.LargeOperationIT#slowListener}} does not scale to {{O n log n}} on the document node store. '}"
jackrabbit-oak,bugs-dot-jar_OAK-1432_808ac9c0,"{'BugID': 'OAK-1432', 'Summary': 'Query: use ""union"" for complex XPath queries that use multiple ""or""', 'Description': 'The following XPath query is converted to a union, however there is still an ""or"" in the converted query, which means the query still can\'t use all indexes and has to traverse the whole repository:\n\n{noformat}\n/jcr:root/a/b//element(*, nt:unstructured)[(\n(@sling:resourceType = \'x\' \nor @sling:resourceType = \'dam/collection\') \nor @sling:resourceSuperType = \'dam/collection\')] \n{noformat}'}"
jackrabbit-oak,bugs-dot-jar_OAK-1460_f1ba7a42,"{'BugID': 'OAK-1460', 'Summary': ':childOrder out of sync when node is made orderable concurrently', 'Description': 'The ChildOrderConflictHandler does not merge the :childOrder when an addExistingProperty conflict occurs.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1467_dde7de85,"{'BugID': 'OAK-1467', 'Summary': 'Commit.rollback() may remove changes from other commit', 'Description': 'Commit.rollback() removes documents it previously created. With concurrent commits it may happen that this method removes documents some other commit modified in the meantime.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1516_7c62bd81,"{'BugID': 'OAK-1516', 'Summary': 'PhraseQuery fails due to missing posiion info in indexed fields', 'Description': 'Following OAK-1487 I\'ve introduced a regression in the indexing of fields on the Lucene index.\nThere are some types of queries (the ones that use property restrictions) that cannot run anymore.\n\nbq. /jcr:root/content/dam//*[jcr:contains(jcr:content/metadata/@dc:format, \'application/pdf\')] \n\nbq. Caused by: java.lang.IllegalStateException: field ""dc:format"" was indexed without position data; cannot run PhraseQuery (term=text)\n\nI could not reproduce this in an unit test so far.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1614_86edbffb,"{'BugID': 'OAK-1614', 'Summary': ""Oak Analyzer can't tokenize chinese phrases"", 'Description': ""It looks like the _WhitespaceTokenizer_ cannot properly split Chinese phrases, for example '美女衬衫'.\nI could not find a reference to this issue other than LUCENE-5096.\n\nThe fix is to switch to the _ClassicTokenizer_ which seems better equipped for this kind of task.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1624_6d8146f8,"{'BugID': 'OAK-1624', 'Summary': 'Item names with trailing spaces should not be allowed', 'Description': 'the following should fail:\n\n{code}\n        Node hello = session.getRootNode().addNode(""hello"");\n        session.save();\n\n        Node illegal = hello.addNode(""test ""); <-- here\n        session.save();\n\n        assertEquals(""/hello/test "", illegal.getPath()); <-- and here\n\n        Node other = session.getNode(""/hello/test ""); <-- and here\n        assertTrue(other.isSame(illegal));\n        assertTrue(session.nodeExists(""/hello/test "")); <-- and here\n{code}'}"
jackrabbit-oak,bugs-dot-jar_OAK-1648_fdc54465,"{'BugID': 'OAK-1648', 'Summary': 'Creating multiple checkpoint on same head revision overwrites previous entries', 'Description': 'Currently when a checkpoint is created in DocumentNodeStore then it is saved in form of currentHeadRev=>expiryTime. Now if multiple checkpoints are created where head revision has not changed then only the last one would be saved and previous entries would be overridden as revision is used as key\n\nOne fix would be to change the expiry time only if the new expiry time is greater than previous entry. However doing that safely in a cluster (check then save) is currently not possible with DocumentStore API as the modCount check if only supported for Nodes.\n\n'}"
jackrabbit-oak,bugs-dot-jar_OAK-1655_01a8b283,"{'BugID': 'OAK-1655', 'Summary': 'DataStoreBlobStore does not take into maxLastModifiedTime when fetching all chunks', 'Description': 'Currently the {{DataStoreBlobStore}} has a pending TODO\n\n{code}\n @Override\n    public Iterator<String> getAllChunkIds(long maxLastModifiedTime) throws Exception {\n        //TODO Ignores the maxLastModifiedTime currently.\n        return Iterators.transform(delegate.getAllIdentifiers(), new Function<DataIdentifier, String>() {\n            @Nullable\n            @Override\n            public String apply(@Nullable DataIdentifier input) {\n                return input.toString();\n            }\n        });\n    }\n{code}\n\nDue to this it currently returns all blobId. This would issue when new binary gets created while a blob gc is running as such binaries might be considered orphan and deleted'}"
jackrabbit-oak,bugs-dot-jar_OAK-1655_c91bfa54,"{'BugID': 'OAK-1655', 'Summary': 'DataStoreBlobStore does not take into maxLastModifiedTime when fetching all chunks', 'Description': 'Currently the {{DataStoreBlobStore}} has a pending TODO\n\n{code}\n @Override\n    public Iterator<String> getAllChunkIds(long maxLastModifiedTime) throws Exception {\n        //TODO Ignores the maxLastModifiedTime currently.\n        return Iterators.transform(delegate.getAllIdentifiers(), new Function<DataIdentifier, String>() {\n            @Nullable\n            @Override\n            public String apply(@Nullable DataIdentifier input) {\n                return input.toString();\n            }\n        });\n    }\n{code}\n\nDue to this it currently returns all blobId. This would issue when new binary gets created while a blob gc is running as such binaries might be considered orphan and deleted'}"
jackrabbit-oak,bugs-dot-jar_OAK-1662_3efb5cbf,"{'BugID': 'OAK-1662', 'Summary': 'Node not accessible after document split', 'Description': 'In a cluster setup it may happen that a node becomes inaccessible when all remaining local revision entries after a split are not yet visible to a cluster node.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1668_63070cf9,"{'BugID': 'OAK-1668', 'Summary': ""Lucene should not serve queries for what it doesn't index"", 'Description': 'If a query is asked and Lucene is chosen as index for serving it, it\nwill try to serve all the restrictions of the query, even the one that\nare not indexed.\n'}"
jackrabbit-oak,bugs-dot-jar_OAK-1674_073b814c,"{'BugID': 'OAK-1674', 'Summary': 'Node isNew() is false in case the node is removed and added in same commit', 'Description': 'When you remove a Node /path/a transiently and add one add /path/a again.\nThe transiently added Node isNew() check will be false.\n{code}\nroot.getNode(name).remove();\nNode newNode = root.addNode(name);\nnowNode.isNew() => false\n{code}\n\nThe API says\n{quote}\nReturns true if this is a new item, meaning that it exists only in transient storage on the Session and has not yet been saved. Within a transaction, isNew on an Item may return false (because the item has been saved) even if that Item is not in persistent storage (because the transaction has not yet been committed)....\n{quote}'}"
jackrabbit-oak,bugs-dot-jar_OAK-1697_1552be04,"{'BugID': 'OAK-1697', 'Summary': 'Unresolved conflicts in TokenProviderImpl#createToken()', 'Description': ""In certain situations (e.g. heavy load) {{TokenProviderImpl#createToken()}} might create some unresolved conflicts.\n\ne.g. \n\n{code}\norg.apache.jackrabbit.oak.api.CommitFailedException: OakState0001: Unresolved conflicts in /home/users/..../..../.tokens/2014-04-07T11.55.58.167+02.00\n{code}\n\nand\n\n{code}\n01.04.2014 17:52:41.216 *WARN* [qtp218544742-286] org.apache.jackrabbit.oak.security.authentication.token.TokenProviderImpl Failed to create login token.\n01.04.2014 17:52:41.218 *WARN* [qtp218544742-300] org.eclipse.jetty.servlet.ServletHandler /projects.html\njava.lang.IllegalArgumentException: Invalid token ''\n    at org.apache.jackrabbit.api.security.authentication.token.TokenCredentials.<init>(TokenCredentials.java:42)\n{code}""}"
jackrabbit-oak,bugs-dot-jar_OAK-1719_c3773d53,"{'BugID': 'OAK-1719', 'Summary': 'Missing commit hooks in upgrade', 'Description': ""There's a TODO in the RepositoryUpgrade class about missing commit hooks. For example the PermissionHook isn't currently run as a part of the upgrade, which breaks permission evaluation even though the actual ACL nodes are present after the upgrade.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1727_26041fe7,"{'BugID': 'OAK-1727', 'Summary': 'Cross foreign cluster revision comparison may be wrong', 'Description': 'Running one of the access control related benchmarks concurrently on a MongoDB may result in strange conflicts even when DocumentNodeStore retries the commit. The root cause may be a wrong revision comparison when both revision to compare are from a foreign cluster node and one of them is not withing the known seen-at revision ranges.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1729_7ba9dd66,"{'BugID': 'OAK-1729', 'Summary': 'DocumentNodeStore revision GC removes intermediate docs', 'Description': 'The revision garbage collection in DocumentNodeStore removes intermediate documents of the revision history of a node even if it is still in use.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1731_024e5d37,"{'BugID': 'OAK-1731', 'Summary': 'Repository upgrade does not copy default values of property definitions', 'Description': 'The {{RepositoryUpgrade}} class needs to copy also the default values of property definitions in the node types being upgraded. See the TODO in https://github.com/apache/jackrabbit-oak/blob/jackrabbit-oak-0.20.0/oak-upgrade/src/main/java/org/apache/jackrabbit/oak/upgrade/RepositoryUpgrade.java#L485.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1739_8188ef54,"{'BugID': 'OAK-1739', 'Summary': 'Incorrect handling of multivalued comparisons in queries', 'Description': '[Section 6.7.14|http://www.day.com/specs/jcr/2.0/6_Query.html#6.7.16 Comparison] of the JCR 2.0 spec says:\n\nbq. ... operand1 may evaluate to an array of values (for example, the values of a multi-valued property), in which case the comparison is separately performed for each element of the array, and the Comparison constraint is satisfied as a whole if the comparison against any element of the array is satisfied.\n\nThis is currently not the case in Oak. Instead only the first value of the array is used in the comparison.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1749_591e4d4a,"{'BugID': 'OAK-1749', 'Summary': 'AsyncIndexUpdate may resurrect nodes', 'Description': 'There is a race condition in the AsyncIndexUpdate.run() method. The implementation creates a checkpoint used as the after node state for the comparison with the previous checkpoint. In a next step a builder is created from the current root state of the node store. Node removed between the checkpoint call and retrieving the root state may get resurrected by the AsyncIndexUpdate.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1761_f37ce716,"{'BugID': 'OAK-1761', 'Summary': 'DocumentNodeStore does not make use of References while serializing Blob', 'Description': 'The BlobSerializer in DocumentNodeStore does not make use of Blob references which results in copying the blobs by value hence significantly slowing down any migration '}"
jackrabbit-oak,bugs-dot-jar_OAK-1770_192ee9e4,"{'BugID': 'OAK-1770', 'Summary': 'Document split suppressed with steady load on many cluster nodes', 'Description': 'Document split is suppressed when there is a steady write load on many cluster nodes. The document grows bigger over time and leads to poor performance.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1779_9d36bede,"{'BugID': 'OAK-1779', 'Summary': 'Stale cache after MongoMK GC', 'Description': ""After a MongoMK revision GC the docChildrenCache may be stale and lead to a NPE when reading children with deleted and GC'ed siblings.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1784_2426deae,"{'BugID': 'OAK-1784', 'Summary': 'Async index update persists conflict markers', 'Description': ""A long running test I performed yesterday failed with a FileNotFoundException in the lucene index. After analyzing the issue it turned  out the async index update persisted a conflict markers introduced by a rebase call. So far I'm not able to reproduce it with a more simple test setup and after a shorter time (the initial test failed after 10 hours). Given the way the async index update work, there shouldn't be any conflicts, because it's the only component writing into this location of the repository. \n\nAs an immediate workaround, I'd like to add the AnnotatingConflictHandler & ConflictValidator combo to the merge call to make sure a commit with conflict markers does not get persisted.""}"
jackrabbit-oak,bugs-dot-jar_OAK-1788_dd3437d4,"{'BugID': 'OAK-1788', 'Summary': 'ConcurrentConflictTest fails occasionally', 'Description': 'Occurs every now and then on buildbot. E.g.:\nhttp://ci.apache.org/builders/oak-trunk-win7/builds/16'}"
jackrabbit-oak,bugs-dot-jar_OAK-1789_07646fba,"{'BugID': 'OAK-1789', 'Summary': 'Upgraded version history has UUIDs as jcr:frozenUuid of non-referenceable nodes', 'Description': 'In Jackrabbit Classic each node, even non-referenceable ones, has a UUID as its identifier, and thus the {{jcr:frozenUuid}} properties of frozen nodes are always UUIDs. In contrast Oak uses path identifiers for non-referenceable frozen nodes (see OAK-1009), which presents a problem when dealing with version histories migrated from Jackrabbit Classic.\n\nTo avoid this mismatch, the upgrade code should check each frozen node for referenceability and replace the frozen UUID with a path identifier if needed.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1789_08ba79d4,"{'BugID': 'OAK-1789', 'Summary': 'Upgraded version history has UUIDs as jcr:frozenUuid of non-referenceable nodes', 'Description': 'In Jackrabbit Classic each node, even non-referenceable ones, has a UUID as its identifier, and thus the {{jcr:frozenUuid}} properties of frozen nodes are always UUIDs. In contrast Oak uses path identifiers for non-referenceable frozen nodes (see OAK-1009), which presents a problem when dealing with version histories migrated from Jackrabbit Classic.\n\nTo avoid this mismatch, the upgrade code should check each frozen node for referenceability and replace the frozen UUID with a path identifier if needed.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1789_9f7c1df0,"{'BugID': 'OAK-1789', 'Summary': 'Upgraded version history has UUIDs as jcr:frozenUuid of non-referenceable nodes', 'Description': 'In Jackrabbit Classic each node, even non-referenceable ones, has a UUID as its identifier, and thus the {{jcr:frozenUuid}} properties of frozen nodes are always UUIDs. In contrast Oak uses path identifiers for non-referenceable frozen nodes (see OAK-1009), which presents a problem when dealing with version histories migrated from Jackrabbit Classic.\n\nTo avoid this mismatch, the upgrade code should check each frozen node for referenceability and replace the frozen UUID with a path identifier if needed.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1793_16225d51,"{'BugID': 'OAK-1793', 'Summary': 'MongoMK GC removes documents with data still in use', 'Description': 'The version garbage collector may delete previous documents that contain commit root information still in use by the main document.'}"
jackrabbit-oak,bugs-dot-jar_OAK-1807_077efee5,"{'BugID': 'OAK-1807', 'Summary': 'ConstraintViolationException seen with multiple Oak/Mongo with ConcurrentCreateNodesTest', 'Description': 'While running ConcurrentCreateNodesTest with 5 instances writing to same Mongo instance following exception is seen\n\n{noformat}\nException in thread ""Background job org.apache.jackrabbit.oak.benchmark.ConcurrentCreateNodesTest$Writer@3f56e5ed"" java.lang.RuntimeException: javax.jcr.nodetype.ConstraintViolationException: OakConstraint0001: /: The primary type rep:root does not exist\n    at org.apache.jackrabbit.oak.benchmark.ConcurrentCreateNodesTest$Writer.run(ConcurrentCreateNodesTest.java:111)\n    at org.apache.jackrabbit.oak.benchmark.AbstractTest$1.run(AbstractTest.java:481)\nCaused by: javax.jcr.nodetype.ConstraintViolationException: OakConstraint0001: /: The primary type rep:root does not exist\n    at org.apache.jackrabbit.oak.api.CommitFailedException.asRepositoryException(CommitFailedException.java:225)\n    at org.apache.jackrabbit.oak.api.CommitFailedException.asRepositoryException(CommitFailedException.java:212)\n    at org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.newRepositoryException(SessionDelegate.java:679)\n    at org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.save(SessionDelegate.java:553)\n    at org.apache.jackrabbit.oak.jcr.session.SessionImpl$8.perform(SessionImpl.java:417)\n    at org.apache.jackrabbit.oak.jcr.session.SessionImpl$8.perform(SessionImpl.java:414)\n    at org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.perform(SessionDelegate.java:308)\n    at org.apache.jackrabbit.oak.jcr.session.SessionImpl.perform(SessionImpl.java:127)\n    at org.apache.jackrabbit.oak.jcr.session.SessionImpl.save(SessionImpl.java:414)\n    at org.apache.jackrabbit.oak.benchmark.ConcurrentCreateNodesTest$Writer.run(ConcurrentCreateNodesTest.java:100)\n    ... 1 more\nCaused by: org.apache.jackrabbit.oak.api.CommitFailedException: OakConstraint0001: /: The primary type rep:root does not exist\n    at org.apache.jackrabbit.oak.plugins.nodetype.TypeEditor.constraintViolation(TypeEditor.java:150)\n    at org.apache.jackrabbit.oak.plugins.nodetype.TypeEditor.getEffectiveType(TypeEditor.java:286)\n    at org.apache.jackrabbit.oak.plugins.nodetype.TypeEditor.<init>(TypeEditor.java:101)\n    at org.apache.jackrabbit.oak.plugins.nodetype.TypeEditorProvider.getRootEditor(TypeEditorProvider.java:85)\n    at org.apache.jackrabbit.oak.spi.commit.CompositeEditorProvider.getRootEditor(CompositeEditorProvider.java:80)\n    at org.apache.jackrabbit.oak.spi.commit.EditorHook.processCommit(EditorHook.java:53)\n    at org.apache.jackrabbit.oak.spi.commit.CompositeHook.processCommit(CompositeHook.java:60)\n    at org.apache.jackrabbit.oak.spi.commit.CompositeHook.processCommit(CompositeHook.java:60)\n    at org.apache.jackrabbit.oak.spi.state.AbstractNodeStoreBranch$InMemory.merge(AbstractNodeStoreBranch.java:498)\n    at org.apache.jackrabbit.oak.spi.state.AbstractNodeStoreBranch.merge(AbstractNodeStoreBranch.java:300)\n    at org.apache.jackrabbit.oak.plugins.document.DocumentNodeStoreBranch.merge(DocumentNodeStoreBranch.java:129)\n    at org.apache.jackrabbit.oak.plugins.document.DocumentRootBuilder.merge(DocumentRootBuilder.java:159)\n    at org.apache.jackrabbit.oak.plugins.document.DocumentNodeStore.merge(DocumentNodeStore.java:1275)\n    at org.apache.jackrabbit.oak.core.MutableRoot.commit(MutableRoot.java:247)\n    at org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.commit(SessionDelegate.java:405)\n    at org.apache.jackrabbit.oak.jcr.delegate.SessionDelegate.save(SessionDelegate.java:551)\n    ... 7 more\n{noformat}\n\nThis has been reported by [~rogoz]'}"
